TransactionNumber,DateNumber,SpecieNumber,MarketingNumber,TermNumber,ImporterNumber,ExporterNumber,Quantity,UnitPrice,TotalPrice
133624,20100708,6840,346,951,1258,1165,182,553,100646
102366,20150306,3300,340,944,1258,1093,1,676,676
102367,20151213,3300,340,944,1258,1249,6,978,5868
107170,20100625,4189,332,943,1258,1073,0.63,990,623.7
108283,20090401,4259,332,943,1258,1084,11.265,806,9079.59
107172,20170819,4191,331,943,1258,1084,0.013669,850,11.61865
112062,20161225,4592,345,940,1258,1084,1,838,838
164269,20160627,12407,292,940,1258,1121,1,974,974
157816,20170301,11598,282,940,1258,1121,1,532,532
130656,20090601,6438,346,939,1258,1123,22765,983,22377995
130657,20101112,6438,346,939,1258,1123,196.308,983,192970.764
166730,20140113,12773,335,939,1258,1093,160,755,120800
166731,20150520,12774,331,939,1258,1093,3,903,2709
135497,20091002,7154,330,939,1258,1123,0.0024576,662,1.6269312
116583,20120518,5176,329,939,1258,1123,5.68714,809,4600.89626
145851,20160531,9981,329,939,1258,1084,1011,788,796668
128363,20130902,6149,345,938,1258,1121,7.64,542,4140.88
100984,20170506,3234,333,937,1258,1050,200,860,172000
114250,20110311,4772,330,937,1258,1110,406030.64,671,272446559.4
114251,20161220,4773,329,937,1258,1250,2620,531,1391220
160783,20110615,12149,330,932,1258,1084,0.96,935,897.6
112059,20100623,4592,372,931,1258,1024,20,976,19520
112061,20110217,4592,346,931,1258,1050,1,935,935
112065,20110123,4592,346,931,1258,1249,3,608,1824
112067,20090212,4592,346,931,1258,1110,54,957,51678
112071,20111231,4592,346,931,1258,1121,3,658,1974
112074,20100311,4592,346,931,1258,1142,1,911,911
113657,20090316,4652,346,931,1258,1084,5,940,4700
113663,20100619,4652,346,931,1258,1142,1,599,599
127112,20101106,6115,346,931,1258,1123,7,774,5418
128256,20091229,6119,346,931,1258,1212,1,790,790
155264,20091125,11562,346,931,1258,1084,7,683,4781
155265,20100710,11562,346,931,1258,1121,8,903,7224
157809,20110322,11599,346,931,1258,1110,1,619,619
159635,20100321,11980,346,931,1258,1084,1,657,657
163228,20090225,12371,346,931,1258,1084,92,501,46092
163230,20101228,12370,346,931,1258,1084,37,768,28416
163231,20110329,12371,346,931,1258,1110,1,853,853
163236,20101211,12371,346,931,1258,1212,1,675,675
164268,20101008,12409,346,931,1258,1084,10,714,7140
112063,20150330,4592,345,931,1258,1084,205.23,965,198046.95
112066,20131202,4592,345,931,1258,1249,43,507,21801
112075,20180208,4592,345,931,1258,1146,2,561,1122
112078,20170319,4592,345,931,1258,1212,890,742,660380
112288,20180210,4620,345,931,1258,1142,2,559,1118
112548,20140222,4632,345,931,1258,1110,1,873,873
112549,20140304,4632,345,931,1258,1212,14,593,8302
113658,20160919,4652,345,931,1258,1110,32,650,20800
113660,20141203,4652,345,931,1258,1121,34,728,24752
113665,20161221,4652,345,931,1258,1212,80,918,73440
154654,20131219,11535,345,931,1258,1121,16,901,14416
154850,20180302,11556,345,931,1258,1084,1,711,711
154851,20180420,11556,345,931,1258,1121,3,734,2202
155266,20181219,11562,345,931,1258,1212,7,974,6818
157805,20140511,11599,345,931,1258,1084,3,703,2109
157812,20151019,11599,345,931,1258,1121,244,599,146156
157822,20130201,11599,345,931,1258,1212,36,827,29772
163234,20130302,12370,345,931,1258,1121,3,959,2877
164267,20160428,12407,345,931,1258,1084,91,681,61971
164271,20161220,12407,345,931,1258,1121,59,808,47672
164274,20140801,12409,345,931,1258,1121,79,535,42265
164275,20161228,12407,345,931,1258,1123,426,808,344208
164277,20180203,12409,345,931,1258,1123,1014,674,683436
164278,20170729,12407,345,931,1258,1142,1,732,732
164279,20150920,12407,345,931,1258,1168,3,986,2958
164280,20120822,12407,345,931,1258,1212,6,915,5490
112077,20131230,4592,341,931,1258,1212,6,669,4014
126769,20150122,6076,341,931,1258,1084,32,723,23136
126774,20170427,6076,341,931,1258,1121,2,649,1298
126776,20130123,6079,341,931,1258,1212,1,989,989
128244,20180102,6117,341,931,1258,1084,3,933,2799
128250,20120904,6117,341,931,1258,1121,2,879,1758
112081,20171219,4595,337,931,1258,1250,1,691,691
101317,20150704,3253,333,931,1258,1084,3,875,2625
101318,20161220,3255,333,931,1258,1084,10,895,8950
113085,20100702,4640,332,931,1258,1212,23,692,15916
113664,20100524,4652,332,931,1258,1212,50,569,28450
128254,20090112,6117,332,931,1258,1212,3,626,1878
128255,20091230,6119,332,931,1258,1212,1,518,518
154656,20111020,11535,332,931,1258,1212,78,625,48750
157808,20111014,11598,332,931,1258,1084,33.14,581,19254.34
157815,20100320,11601,332,931,1258,1121,29,508,14732
112070,20150126,4592,331,931,1258,1121,4,935,3740
112076,20170703,4592,331,931,1258,1212,82,506,41492
113083,20160520,4640,331,931,1258,1084,30,605,18150
126767,20170125,6076,331,931,1258,1093,1,971,971
126768,20151206,6076,331,931,1258,1084,14,722,10108
126771,20170619,6077,331,931,1258,1121,4,501,2004
126773,20130427,6076,331,931,1258,1121,9,635,5715
126775,20150405,6077,331,931,1258,1212,2,793,1586
126777,20180619,6076,331,931,1258,1212,9,885,7965
128243,20150128,6117,331,931,1258,1084,5,882,4410
128247,20170527,6119,331,931,1258,1084,10,758,7580
154648,20180705,11535,331,931,1258,1084,62.5,608,38000
154649,20150623,11535,331,931,1258,1249,2,511,1022
154650,20170309,11535,331,931,1258,1110,1,621,621
154651,20130607,11539,331,931,1258,1121,2,871,1742
154653,20170305,11535,331,931,1258,1121,156,940,146640
157803,20160227,11601,331,931,1258,1093,4,819,3276
157804,20150911,11598,331,931,1258,1223,16,694,11104
157807,20170112,11601,331,931,1258,1084,6,730,4380
157810,20171208,11601,331,931,1258,1110,5,665,3325
157818,20180628,11598,331,931,1258,1121,137,586,80282
157824,20150209,11601,331,931,1258,1212,83,751,62333
157827,20140201,11598,331,931,1258,1212,18,969,17442
112069,20120304,4592,292,931,1258,1121,8,937,7496
112073,20121123,4592,292,931,1258,1158,51,810,41310
113659,20120914,4652,292,931,1258,1121,7,921,6447
157811,20160828,11599,292,931,1258,1121,4,941,3764
163233,20171002,12370,292,931,1258,1121,1,564,564
164270,20170330,12407,292,931,1258,1121,2,729,1458
164273,20170119,12409,292,931,1258,1121,1,942,942
126772,20111112,6076,289,931,1258,1121,4,928,3712
128249,20120627,6117,289,931,1258,1121,1,695,695
112068,20160502,4592,282,931,1258,1121,10,589,5890
128248,20120702,6117,282,931,1258,1121,2,790,1580
128252,20090615,6119,282,931,1258,1123,1,718,718
128253,20101128,6117,282,931,1258,1158,1,613,613
154652,20130517,11535,282,931,1258,1121,10,857,8570
155442,20130312,11580,282,931,1258,1123,1,822,822
157814,20100124,11601,282,931,1258,1121,3,913,2739
157817,20090808,11598,282,931,1258,1121,8,764,6112
158896,20170304,11844,345,928,1258,1172,7837,674,5282138
120406,20140822,5645,345,926,1258,1121,2.85,554,1578.9
107169,20100726,4188,332,925,1258,1093,0.83671,916,766.42636
107167,20150323,4189,331,925,1258,1093,20.475,726,14864.85
107173,20140816,4189,331,925,1258,1212,0.325,941,305.825
107174,20150730,4191,331,925,1258,1212,12.264,609,7468.776
107757,20140819,4215,331,925,1258,1212,0.522,765,399.33
116584,20161024,5177,329,925,1258,1146,2171,760,1649960
141451,20140628,8494,329,925,1258,1093,0.216,759,163.944
120408,20110608,5645,346,923,1258,1121,5,646,3230
120407,20181204,5645,292,923,1258,1121,1,557,557
133625,20150609,6840,345,918,1258,1165,14,751,10514
113909,20150930,4707,345,915,1258,1050,900,883,794700
112064,20101020,4592,346,914,1258,1084,27,866,23382
112072,20110303,4592,346,914,1258,1121,62,801,49662
157826,20090829,11605,346,914,1258,1212,1248,841,1049568
163229,20160203,12371,345,914,1258,1084,4,788,3152
163232,20151021,12369,345,914,1258,1121,18,716,12888
128246,20150405,6117,341,914,1258,1084,8.14,910,7407.4
126770,20151017,6076,331,914,1258,1084,28,945,26460
157828,20110129,11605,346,906,1258,1250,38,898,34124
163235,20090412,12371,346,906,1258,1123,1500,839,1258500
164272,20110701,12407,346,906,1258,1121,16,537,8592
164276,20100826,12407,346,906,1258,1123,481,539,259259
112060,20160502,4592,345,906,1258,1024,44,577,25388
112079,20140102,4592,345,906,1258,1212,78,814,63492
113662,20181030,4652,345,906,1258,1121,12,931,11172
127113,20120903,6115,345,906,1258,1212,25,542,13550
155267,20140504,11562,345,906,1258,1212,1411,981,1384191
157806,20140614,11599,345,906,1258,1084,12,846,10152
157813,20151104,11599,345,906,1258,1121,129,803,103587
157819,20180707,11599,345,906,1258,1123,137,801,109737
157820,20120330,11605,345,906,1258,1123,305,722,220210
157821,20120509,11603,345,906,1258,1146,33661,936,31506696
157823,20180529,11599,345,906,1258,1212,21302,915,19491330
157825,20140311,11605,345,906,1258,1212,4000,525,2100000
163227,20140513,12371,345,906,1258,1024,1,935,935
128251,20111203,6118,342,906,1258,1123,10,666,6660
113744,20150326,4664,341,906,1258,1250,635,948,601980
101532,20100522,3266,334,906,1258,1123,540,674,363960
101319,20180906,3257,333,906,1258,1146,30,905,27150
112080,20160315,4592,331,906,1258,1242,2,556,1112
113084,20120415,4640,331,906,1258,1121,116,899,104284
128245,20130408,6117,331,906,1258,1084,2,748,1496
154655,20160706,11535,331,906,1258,1121,14,833,11662
155443,20130613,11580,331,906,1258,1123,46,735,33810
130341,20131115,6415,292,906,1258,1165,3,751,2253
130340,20110408,6415,246,906,1258,1064,1,635,635
107171,20090202,4191,332,905,1258,1084,0.62,577,357.74
107755,20100102,4211,332,905,1258,1084,0.275,642,176.55
107756,20171221,4212,331,905,1258,1084,1.375,581,798.875
108282,20130124,4259,331,905,1258,1084,0.94,666,626.04
108413,20150325,4267,331,905,1258,1084,1,715,715
128613,20180503,6200,362,904,1258,1123,4,535,2140
100232,20171031,3069,353,904,1258,1248,3,966,2898
100161,20171002,3055,351,904,1258,1093,5,564,2820
100230,20170226,3072,351,904,1258,1248,3,910,2730
100231,20180626,3069,351,904,1258,1248,7,851,5957
100233,20160718,3069,351,904,1258,1093,3,643,1929
100234,20140802,3069,351,904,1258,1189,2,644,1288
128612,20100729,6200,346,904,1258,1067,1,691,691
106257,20180517,4179,345,904,1258,1056,4,669,2676
148215,20180716,10667,345,904,1258,1253,6,625,3750
159955,20180921,12007,335,904,1258,1250,375,594,222750
104938,20100116,3688,334,904,1258,1114,1451,785,1139035
104939,20100604,3688,334,904,1258,1146,1491,727,1083957
104941,20110812,3688,334,904,1258,1212,503,994,499982
104940,20160720,3689,333,904,1258,1212,4,697,2788
103520,20090830,3460,332,904,1258,1024,4,855,3420
103522,20091117,3460,332,904,1258,1063,2,716,1432
103950,20100909,3552,332,904,1258,1063,3,839,2517
103951,20090526,3553,332,904,1258,1063,2,926,1852
103952,20090127,3554,332,904,1258,1063,2,836,1672
105208,20090412,3758,332,904,1258,1168,3,951,2853
105405,20101120,3834,332,904,1258,1168,2,683,1366
105406,20110719,3818,332,904,1258,1168,1,632,632
106018,20090225,4052,332,904,1258,1214,2,705,1410
106073,20090405,4083,332,904,1258,1024,1,667,667
106074,20090117,4084,332,904,1258,1214,1,772,772
150566,20110603,10957,332,904,1258,1168,2,882,1764
151215,20090607,11053,332,904,1258,1168,4,937,3748
151346,20100223,11073,332,904,1258,1168,1,719,719
152426,20090518,11283,332,904,1258,1168,52,918,47736
103519,20120229,3466,331,904,1258,1024,1,517,517
103521,20140917,3466,331,904,1258,1063,1,545,545
103523,20130429,3455,331,904,1258,1063,1,840,840
103949,20160731,3550,331,904,1258,1063,4,635,2540
103953,20180906,3555,331,904,1258,1063,1,679,679
104971,20180930,3704,331,904,1258,1168,2,910,1820
104972,20170630,3705,331,904,1258,1168,8,859,6872
104983,20130821,3711,331,904,1258,1168,6,536,3216
105095,20180414,3730,331,904,1258,1093,1,966,966
105207,20170614,3757,331,904,1258,1093,7,508,3556
105209,20130117,3766,331,904,1258,1168,3,545,1635
105210,20160213,3772,331,904,1258,1168,1,790,790
105211,20180330,3757,331,904,1258,1168,7,745,5215
105311,20170917,3808,331,904,1258,1093,1,738,738
105403,20151217,3818,331,904,1258,1093,3,743,2229
105404,20180516,3822,331,904,1258,1168,1,918,918
105436,20151019,3841,331,904,1258,1168,1,712,712
106075,20131207,4080,331,904,1258,1214,2,642,1284
106238,20121129,4169,331,904,1258,1024,2,921,1842
107166,20131214,4188,331,904,1258,1050,810000,639,517590000
113885,20140929,4702,331,904,1258,1168,12,593,7116
115096,20130611,4927,331,904,1258,1254,14,985,13790
138356,20140408,7531,331,904,1258,1254,8,854,6832
151645,20130808,11153,331,904,1258,1168,6,762,4572
152344,20140104,11278,331,904,1258,1168,27,850,22950
158914,20160728,11852,331,904,1258,1254,20,927,18540
161539,20170607,12215,331,904,1258,1050,10000,654,6540000
142262,20111127,8679,330,904,1258,1050,500,531,265500
145288,20100509,9900,330,904,1258,1050,2000,521,1042000
145412,20100608,9922,330,904,1258,1050,146000,602,87892000
116250,20130721,5095,329,904,1258,1050,391000,937,366367000
117303,20181202,5254,329,904,1258,1050,124000,952,118048000
117850,20130417,5325,329,904,1258,1050,124000,747,92628000
118713,20160813,5470,329,904,1258,1050,2640,703,1855920
118984,20170513,5503,329,904,1258,1050,124000,529,65596000
141640,20181005,8528,329,904,1258,1050,755930,924,698479320
146476,20170331,10073,329,904,1258,1050,1620500,874,1416317000
146477,20151121,10073,329,904,1258,1050,2629780,647,1701467660
150979,20120831,11031,292,904,1258,1212,6,836,5016
151216,20130619,11061,292,904,1258,1212,4,979,3916
151347,20130919,11077,292,904,1258,1212,6,647,3882
151681,20150123,11162,292,904,1258,1212,2,685,1370
151722,20131230,11167,292,904,1258,1212,2,837,1674
151383,20140605,11095,284,904,1258,1212,1,636,636
104937,20140220,3688,283,904,1258,1114,6,957,5742
152114,20121228,11237,282,904,1258,1212,1,593,593
152245,20100903,11268,282,904,1258,1212,2,734,1468
153248,20150225,11390,282,904,1258,1212,4,715,2860
102365,20090309,3300,317,903,1258,1017,2,929,1858
112082,20101208,4595,271,903,1258,1250,302,665,200830
122368,20121129,5822,258,903,1258,1084,3,501,1503
123295,20180810,5859,258,903,1258,1250,120,725,87000
135271,20111124,7119,339,954,1257,1223,0.003,576,1.728
112053,20100814,4595,346,931,1257,1250,18,552,9936
112047,20161021,4592,345,931,1257,1248,8,903,7224
112048,20170307,4594,345,931,1257,1248,2,675,1350
112049,20151007,4592,345,931,1257,1084,60,617,37020
112052,20150205,4592,345,931,1257,1121,1,805,805
112547,20170406,4632,345,931,1257,1121,6,621,3726
157800,20141208,11599,345,931,1257,1121,2,679,1358
164264,20150818,12407,345,931,1257,1084,1,891,891
164266,20180211,12409,345,931,1257,1121,1,945,945
126763,20110731,6077,342,931,1257,1248,2,896,1792
126765,20160918,6076,341,931,1257,1248,7,857,5999
126764,20090922,6076,332,931,1257,1248,7,925,6475
113082,20131206,4640,331,931,1257,1084,30,550,16500
128242,20160906,6129,331,931,1257,1248,2,774,1548
154645,20140528,11535,331,931,1257,1084,2,568,1136
154647,20160731,11535,331,931,1257,1121,2,726,1452
157801,20170925,11601,331,931,1257,1121,18,979,17622
157802,20131229,11598,331,931,1257,1121,5,884,4420
112051,20120412,4592,292,931,1257,1121,1,689,689
164265,20170224,12407,292,931,1257,1121,1,663,663
112050,20171221,4592,282,931,1257,1121,2,587,1174
126766,20110827,6077,282,931,1257,1121,1,905,905
154646,20131218,11535,282,931,1257,1121,6,609,3654
107164,20110330,4189,332,925,1257,1093,0.053,733,38.849
130339,20140616,6415,247,906,1257,1165,1,568,568
128606,20130509,6200,345,904,1257,1060,8,823,6584
150677,20161105,10968,331,904,1257,1223,2,951,1902
146474,20160306,10073,329,904,1257,1168,22000,601,13222000
146475,20140413,10073,329,904,1257,1232,5000,813,4065000
122367,20131025,5822,258,903,1257,1084,3,583,1749
112083,20090828,4595,372,940,1256,1190,996,897,893412
112084,20090327,4595,372,931,1256,1190,313610,866,271586260
113086,20091122,4645,372,931,1256,1190,26,757,19682
126778,20090928,6085,372,931,1256,1190,7,857,5999
157829,20140101,11603,372,931,1256,1190,948,875,829500
164281,20180202,12410,372,931,1256,1190,504,741,373464
106031,20130702,4067,301,916,1256,1209,1,873,873
112085,20090403,4595,372,914,1256,1190,8362,858,7174596
164282,20160227,12410,372,906,1256,1190,90,924,83160
153315,20140624,11439,282,904,1256,1209,2,872,1744
105966,20110816,4048,302,901,1256,1209,1,751,751
106030,20111009,4067,302,901,1256,1209,2,830,1660
106080,20091227,4088,302,901,1256,1209,1,671,671
106087,20090918,4093,302,901,1256,1209,1,589,589
106103,20090202,4100,302,901,1256,1209,2,761,1522
106130,20110626,4115,302,901,1256,1209,1,696,696
106208,20090123,4161,302,901,1256,1209,1,528,528
131653,20111021,6663,302,901,1256,1209,1,735,735
131665,20110622,6670,302,901,1256,1209,1,811,811
131675,20110624,6678,302,901,1256,1209,1,807,807
100001,20170514,3002,301,901,1256,1209,1,896,896
100005,20121104,3004,301,901,1256,1209,1,805,805
102781,20160920,3385,301,901,1256,1209,2,898,1796
106019,20150305,4061,301,901,1256,1209,3,731,2193
106076,20161004,4085,301,901,1256,1209,1,995,995
106121,20140919,4106,301,901,1256,1209,1,695,695
106127,20130503,4112,301,901,1256,1209,1,736,736
106133,20180722,4118,301,901,1256,1209,1,819,819
106134,20150512,4119,301,901,1256,1209,3,993,2979
106135,20170315,4120,301,901,1256,1209,1,536,536
106162,20140611,4137,301,901,1256,1209,1,556,556
106196,20161214,4151,301,901,1256,1209,1,594,594
106203,20140404,4157,301,901,1256,1209,1,785,785
106215,20170827,4165,301,901,1256,1209,2,537,1074
106240,20131103,4170,301,901,1256,1209,1,508,508
131650,20181231,6661,301,901,1256,1209,1,793,793
131658,20150510,6666,301,901,1256,1209,1,631,631
131671,20180810,6674,301,901,1256,1209,3,514,1542
148280,20121013,10689,301,901,1256,1209,1,599,599
148573,20100922,10740,332,979,1254,1187,440,526,231440
165072,20100123,12574,346,967,1254,1146,200,532,106400
165071,20150206,12574,333,967,1254,1146,200,931,186200
107161,20121018,4188,331,943,1254,1084,2.352,704,1655.808
154640,20141203,11535,331,940,1254,1084,2,640,1280
166728,20180520,12773,335,939,1254,1093,70,828,57960
166729,20140728,12774,331,939,1254,1093,1,994,994
150292,20111125,10926,346,937,1254,1168,45,802,36090
113829,20130704,4687,329,937,1254,1168,300,986,295800
150314,20140118,10928,329,937,1254,1168,120,999,119880
150339,20120807,10932,345,936,1254,1093,0.198,951,188.298
150338,20160121,10932,329,936,1254,1093,0.0128,549,7.0272
112046,20090615,4592,346,931,1254,1121,264,634,167376
112042,20120701,4592,345,931,1254,1084,20.99,637,13370.63
112546,20150831,4632,345,931,1254,1121,80,812,64960
113653,20140826,4652,345,931,1254,1121,135,641,86535
113656,20130109,4653,345,931,1254,1121,11,778,8558
127111,20171126,6112,345,931,1254,1121,5,933,4665
130038,20120709,6376,345,931,1254,1121,24,686,16464
155262,20160405,11562,345,931,1254,1084,10,854,8540
155263,20121114,11562,345,931,1254,1121,12,568,6816
157794,20170808,11599,345,931,1254,1223,16,995,15920
157796,20171011,11599,345,931,1254,1121,22,887,19514
159349,20161127,11974,345,931,1254,1121,18,722,12996
159839,20150105,11997,345,931,1254,1121,19,649,12331
113743,20170406,4664,341,931,1254,1121,46,712,32752
126751,20151104,6079,341,931,1254,1084,1,690,690
126753,20170221,6076,341,931,1254,1084,4,515,2060
126757,20170814,6079,341,931,1254,1121,63,774,48762
126762,20180113,6076,341,931,1254,1121,188,751,141188
128239,20160630,6117,341,931,1254,1121,3,670,2010
101032,20140522,3240,333,931,1254,1121,128,748,95744
101530,20120206,3266,333,931,1254,1084,1,891,891
101531,20160213,3266,333,931,1254,1121,3,948,2844
113081,20110304,4640,332,931,1254,1121,74,803,59422
126752,20110812,6076,332,931,1254,1084,5,952,4760
126754,20101113,6085,332,931,1254,1121,1,876,876
128236,20100116,6119,332,931,1254,1084,7,778,5446
157799,20110925,11598,332,931,1254,1121,4,810,3240
112041,20150712,4592,331,931,1254,1084,2,828,1656
126756,20150703,6077,331,931,1254,1121,78,561,43758
126761,20161026,6076,331,931,1254,1121,17,686,11662
128238,20151113,6117,331,931,1254,1121,1,692,692
128240,20170122,6118,331,931,1254,1121,2,649,1298
128241,20130709,6119,331,931,1254,1121,1,713,713
154644,20151123,11535,331,931,1254,1121,158,715,112970
157797,20170505,11601,331,931,1254,1121,12,845,10140
113652,20100124,4652,293,931,1254,1121,8,839,6712
157795,20110726,11599,293,931,1254,1121,1,701,701
112045,20170617,4592,292,931,1254,1121,3,906,2718
112545,20130502,4632,292,931,1254,1121,2,913,1826
163226,20180728,12370,292,931,1254,1121,2,629,1258
112044,20170518,4592,282,931,1254,1121,1,685,685
126760,20150112,6076,282,931,1254,1121,2,657,1314
154643,20140904,11535,282,931,1254,1121,5,533,2665
155441,20180526,11580,282,931,1254,1121,1,565,565
157798,20101221,11598,282,931,1254,1121,1,706,706
107159,20170723,4188,331,925,1254,1093,0.00625,507,3.16875
120404,20091021,5645,346,923,1254,1121,1,722,722
112040,20161229,4592,345,923,1254,1084,48,798,38304
112043,20140620,4592,345,923,1254,1121,25,964,24100
